pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
219, 219, 40,United-States,170525,Adm-clerical,10,Never-married,0,Some-college,0,38,State-gov,Not-in-family,White,Female,<=50K
220, 220, 41,Iran,180138,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,50,Private,Husband,White,Male,>50K
221, 221, 38,United-States,115076,Exec-managerial,14,Married-civ-spouse,0,Masters,0,70,Local-gov,Husband,White,Male,>50K
222, 222, 23,United-States,115458,Transport-moving,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
223, 223, 40,United-States,347890,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
224, 224, 41,United-States,196001,Other-service,9,Married-civ-spouse,0,HS-grad,0,20,Self-emp-not-inc,Wife,White,Female,<=50K
225, 225, 24,United-States,273905,Protective-serv,12,Married-civ-spouse,0,Assoc-acdm,0,50,State-gov,Husband,White,Male,<=50K
226, 226, 38,United-States,179488,Craft-repair,10,Divorced,0,Some-college,1741,40,Private,Not-in-family,White,Male,<=50K
227, 227, 58,United-States,236596,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,45,Private,Husband,White,Male,>50K
228, 228, 32,United-States,183916,Other-service,9,Never-married,0,HS-grad,0,34,Private,Not-in-family,White,Female,<=50K
229, 229, 40,United-States,207578,Tech-support,12,Married-civ-spouse,0,Assoc-acdm,1977,60,Private,Husband,White,Male,>50K
230, 230, 41,United-States,112763,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,40,Private,Wife,White,Female,>50K
231, 231, 42,United-States,390781,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,40,Private,Wife,Black,Female,<=50K
232, 232, 59,United-States,171328,Other-service,6,Widowed,0,10th,0,30,Local-gov,Unmarried,Black,Female,<=50K
233, 233, 19,United-States,27382,Adm-clerical,10,Never-married,0,Some-college,0,40,Local-gov,Own-child,White,Male,<=50K
234, 234, 58,United-States,259014,Transport-moving,10,Never-married,0,Some-college,0,20,Private,Not-in-family,White,Male,<=50K
235, 235, 42,Cambodia,303044,Farming-fishing,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,>50K
236, 236, 20,United-States,117789,Other-service,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Female,<=50K
237, 237, 32,United-States,172579,Other-service,9,Separated,0,HS-grad,0,30,Private,Not-in-family,White,Female,<=50K
238, 238, 45,United-States,187666,Exec-managerial,11,Widowed,0,Assoc-voc,0,45,Private,Not-in-family,White,Female,<=50K
239, 239, 50,United-States,204518,Craft-repair,4,Divorced,0,7th-8th,0,40,Private,Not-in-family,White,Male,<=50K
240, 240, 36,United-States,150042,Prof-specialty,13,Divorced,0,Bachelors,0,40,Private,Own-child,White,Female,<=50K
241, 241, 45,United-States,98092,Sales,9,Married-civ-spouse,0,HS-grad,0,60,Private,Husband,White,Male,<=50K
242, 242, 17,United-States,245918,Other-service,7,Never-married,0,11th,0,12,Private,Own-child,White,Male,<=50K
243, 243, 59,United-States,146013,Sales,10,Married-civ-spouse,4064,Some-college,0,40,Private,Husband,White,Male,<=50K
244, 244, 26,United-States,378322,Craft-repair,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
245, 245, 37,Thailand,257295,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,75,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
246, 246, 64,United-States,21174,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
247, 247, 33,United-States,185480,Prof-specialty,13,Never-married,0,Bachelors,0,45,Private,Not-in-family,White,Female,<=50K
248, 248, 33,United-States,222205,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
249, 249, 61,United-States,69867,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
250, 250, 17,United-States,191260,Other-service,5,Never-married,1055,9th,0,24,Private,Own-child,White,Male,<=50K
251, 251, 50,United-States,30653,Farming-fishing,14,Married-civ-spouse,2407,Masters,0,98,Self-emp-not-inc,Husband,White,Male,<=50K
252, 252, 27,United-States,209109,Prof-specialty,14,Never-married,0,Masters,0,35,Local-gov,Own-child,White,Male,<=50K
253, 253, 30,United-States,70377,Prof-specialty,9,Divorced,0,HS-grad,0,40,Private,Own-child,White,Female,<=50K
254, 254, 43,United-States,477983,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,<=50K
255, 255, 44,United-States,170924,Craft-repair,10,Married-civ-spouse,7298,Some-college,0,40,Private,Husband,White,Male,>50K
256, 256, 35,United-States,190174,Exec-managerial,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Female,<=50K
257, 257, 25,United-States,193787,Tech-support,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Female,<=50K
258, 258, 24,United-States,279472,Machine-op-inspct,10,Married-civ-spouse,7298,Some-college,0,48,Private,Wife,White,Female,>50K
259, 259, 22,Germany,34918,Prof-specialty,13,Never-married,0,Bachelors,0,15,Private,Not-in-family,White,Female,<=50K
260, 260, 42,United-States,97688,Craft-repair,10,Married-civ-spouse,5178,Some-college,0,40,Local-gov,Husband,White,Male,>50K
261, 261, 34,United-States,175413,Sales,12,Divorced,0,Assoc-acdm,0,45,Private,Unmarried,Black,Female,<=50K
262, 262, 60,United-States,173960,Prof-specialty,13,Divorced,0,Bachelors,0,42,Private,Not-in-family,White,Female,<=50K
263, 263, 21,United-States,205759,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
264, 264, 57,United-States,425161,Sales,14,Married-civ-spouse,15024,Masters,0,40,Federal-gov,Husband,White,Male,>50K
265, 265, 41,United-States,220531,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,60,Private,Husband,White,Male,>50K
266, 266, 50,United-States,176609,Other-service,10,Divorced,0,Some-college,0,45,Private,Not-in-family,White,Male,<=50K
267, 267, 25,United-States,371987,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
268, 268, 50,Ecuador,193884,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,40,Private,Husband,White,Male,<=50K
269, 269, 36,United-States,200352,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,45,Private,Husband,White,Male,<=50K
270, 270, 31,United-States,127595,Prof-specialty,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
271, 271, 29,United-States,220419,Protective-serv,13,Never-married,0,Bachelors,0,56,Local-gov,Not-in-family,White,Male,<=50K
272, 272, 21,United-States,231931,Sales,10,Never-married,0,Some-college,0,45,Private,Own-child,White,Male,<=50K
273, 273, 27,United-States,248402,Tech-support,13,Never-married,0,Bachelors,0,40,Private,Unmarried,Black,Female,<=50K
274, 274, 65,United-States,111095,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,16,Private,Husband,White,Male,<=50K
275, 275, 37,United-States,57424,Sales,13,Divorced,0,Bachelors,0,60,Self-emp-inc,Not-in-family,White,Female,<=50K
276, 276, 24,United-States,278130,Craft-repair,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
277, 277, 38,United-States,169469,Sales,9,Divorced,0,HS-grad,0,80,Private,Not-in-family,White,Male,<=50K
278, 278, 48,United-States,146268,Adm-clerical,13,Married-civ-spouse,7688,Bachelors,0,40,Private,Husband,White,Male,>50K
279, 279, 21,United-States,153718,Other-service,10,Never-married,0,Some-college,0,25,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
280, 280, 31,United-States,217460,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,45,Private,Husband,White,Male,>50K
281, 281, 55,United-States,238638,Sales,9,Married-civ-spouse,4386,HS-grad,0,40,Private,Husband,White,Male,>50K
282, 282, 24,Laos,303296,Adm-clerical,10,Married-civ-spouse,0,Some-college,0,40,Private,Wife,Asian-Pac-Islander,Female,<=50K
283, 283, 43,United-States,173321,Adm-clerical,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
284, 284, 26,United-States,193945,Tech-support,12,Never-married,0,Assoc-acdm,0,45,Private,Not-in-family,White,Male,<=50K
285, 285, 46,United-States,83082,Prof-specialty,12,Never-married,0,Assoc-acdm,0,33,Private,Not-in-family,White,Female,<=50K
286, 286, 35,United-States,193815,Adm-clerical,12,Married-civ-spouse,0,Assoc-acdm,0,40,Private,Husband,White,Male,>50K
287, 287, 41,United-States,34987,Farming-fishing,10,Married-civ-spouse,0,Some-college,0,54,Self-emp-inc,Husband,White,Male,>50K
288, 288, 26,United-States,59306,Sales,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
289, 289, 34,Taiwan,142897,Exec-managerial,14,Married-civ-spouse,7298,Masters,0,35,Private,Husband,Asian-Pac-Islander,Male,>50K
290, 290, 36,United-States,205607,Prof-specialty,13,Divorced,0,Bachelors,0,40,Self-emp-not-inc,Not-in-family,Black,Female,>50K
291, 291, 22,United-States,199698,Sales,10,Never-married,0,Some-college,0,15,Private,Own-child,White,Male,<=50K
292, 292, 24,United-States,191954,Machine-op-inspct,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
293, 293, 77,United-States,138714,Sales,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
294, 294, 22,Mexico,399087,Machine-op-inspct,3,Married-civ-spouse,0,5th-6th,0,40,Private,Other-relative,White,Female,<=50K
295, 295, 29,United-States,423158,Tech-support,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Female,<=50K
296, 296, 62,United-States,159841,Other-service,9,Widowed,0,HS-grad,0,24,Private,Not-in-family,White,Female,<=50K
297, 297, 39,United-States,174308,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
298, 298, 43,United-States,50356,Craft-repair,10,Married-civ-spouse,0,Some-college,1485,50,Private,Husband,White,Male,<=50K
299, 299, 35,United-States,186110,Transport-moving,9,Divorced,0,HS-grad,0,45,Private,Not-in-family,White,Male,<=50K
300, 300, 29,United-States,200381,Exec-managerial,7,Never-married,0,11th,0,40,Private,Not-in-family,White,Female,<=50K
301, 301, 76,United-States,174309,Craft-repair,14,Married-civ-spouse,0,Masters,0,10,Self-emp-not-inc,Husband,White,Male,<=50K
302, 302, 63,United-States,78383,Farming-fishing,9,Married-civ-spouse,0,HS-grad,0,45,Self-emp-not-inc,Husband,White,Male,<=50K
303, 303, 43,United-States,187728,Prof-specialty,10,Married-civ-spouse,0,Some-college,1887,50,Private,Wife,White,Female,>50K
304, 304, 58,United-States,321171,Handlers-cleaners,9,Married-civ-spouse,0,HS-grad,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
305, 305, 66,United-States,127921,Transport-moving,9,Never-married,2050,HS-grad,0,55,Private,Not-in-family,White,Male,<=50K
306, 306, 41,United-States,206565,Craft-repair,10,Never-married,0,Some-college,0,45,Private,Not-in-family,Black,Male,<=50K
307, 307, 26,United-States,224563,Adm-clerical,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
308, 308, 47,United-States,178686,Other-service,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
309, 309, 55,United-States,98545,Adm-clerical,6,Married-civ-spouse,0,10th,0,40,Local-gov,Husband,White,Male,<=50K
310, 310, 53,United-States,242606,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
311, 311, 17,Mexico,270942,Other-service,3,Never-married,0,5th-6th,0,48,Private,Other-relative,White,Male,<=50K
312, 312, 30,United-States,94235,Craft-repair,9,Never-married,0,HS-grad,0,40,Private,Other-relative,White,Male,<=50K
313, 313, 49,United-States,71195,Prof-specialty,14,Never-married,0,Masters,0,60,Private,Not-in-family,White,Male,<=50K
314, 314, 19,Haiti,104112,Sales,9,Never-married,0,HS-grad,0,30,Private,Unmarried,Black,Male,<=50K
315, 315, 45,United-States,261192,Other-service,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,<=50K
316, 316, 26,United-States,94936,Sales,12,Never-married,0,Assoc-acdm,0,40,Private,Not-in-family,White,Male,<=50K
317, 317, 38,United-States,296478,Craft-repair,11,Married-civ-spouse,7298,Assoc-voc,0,40,Private,Husband,White,Male,>50K
318, 318, 36,United-States,119272,Protective-serv,9,Married-civ-spouse,7298,HS-grad,0,40,State-gov,Husband,White,Male,>50K
319, 319, 33,United-States,85043,Farming-fishing,9,Never-married,0,HS-grad,0,20,Private,Not-in-family,White,Male,<=50K
320, 320, 22,United-States,293364,Protective-serv,10,Never-married,0,Some-college,0,40,State-gov,Own-child,Black,Female,<=50K
321, 321, 43,United-States,241895,Sales,13,Never-married,0,Bachelors,0,42,Self-emp-not-inc,Not-in-family,White,Male,<=50K
322, 322, 56,Iran,101128,Other-service,12,Married-spouse-absent,0,Assoc-acdm,0,25,Private,Not-in-family,White,Male,<=50K
323, 323, 31,United-States,156464,Prof-specialty,13,Never-married,0,Bachelors,0,25,Private,Own-child,White,Male,<=50K
324, 324, 33,United-States,117963,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
325, 325, 26,United-States,192262,Other-service,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
326, 326, 33,United-States,111363,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
327, 327, 46,United-States,329752,Transport-moving,7,Married-civ-spouse,0,11th,0,30,Local-gov,Husband,White,Male,<=50K
328, 328, 38,United-States,95432,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Federal-gov,Husband,White,Male,>50K
329, 329, 65,United-States,161400,Other-service,7,Widowed,0,11th,0,40,Private,Unmarried,Other,Male,<=50K
330, 330, 40,United-States,96129,Tech-support,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,>50K
331, 331, 42,United-States,111949,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,35,Private,Wife,White,Female,<=50K
332, 332, 26,Portugal,117125,Craft-repair,5,Married-civ-spouse,0,9th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
333, 333, 36,United-States,348022,Other-service,6,Married-civ-spouse,0,10th,0,24,Private,Wife,White,Female,<=50K
334, 334, 62,United-States,270092,Prof-specialty,14,Married-civ-spouse,0,Masters,0,40,Private,Husband,White,Male,>50K
335, 335, 43,United-States,180609,Transport-moving,13,Married-civ-spouse,0,Bachelors,0,45,Private,Husband,White,Male,<=50K
336, 336, 43,United-States,174575,Exec-managerial,13,Divorced,0,Bachelors,1564,45,Private,Not-in-family,White,Male,>50K
337, 337, 22,United-States,410439,Sales,9,Married-spouse-absent,0,HS-grad,0,55,Private,Not-in-family,White,Male,<=50K
338, 338, 28,United-States,92262,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
339, 339, 56,United-States,183081,Sales,10,Married-civ-spouse,0,Some-college,0,45,Self-emp-not-inc,Husband,White,Male,<=50K
340, 340, 22,United-States,362589,Sales,12,Never-married,0,Assoc-acdm,0,15,Private,Not-in-family,White,Female,<=50K
341, 341, 57,United-States,212448,Exec-managerial,13,Divorced,0,Bachelors,0,45,Private,Not-in-family,White,Female,>50K
342, 342, 39,United-States,481060,Sales,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
343, 343, 26,United-States,185885,Adm-clerical,10,Never-married,0,Some-college,0,15,Federal-gov,Unmarried,White,Female,<=50K
344, 344, 17,United-States,89821,Other-service,7,Never-married,0,11th,0,10,Private,Own-child,White,Male,<=50K
345, 345, 40,United-States,184018,Machine-op-inspct,11,Married-civ-spouse,0,Assoc-voc,0,38,State-gov,Husband,White,Male,>50K
346, 346, 45,United-States,256649,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Black,Male,<=50K
347, 347, 44,United-States,160323,Craft-repair,9,Never-married,0,HS-grad,0,40,Private,Not-in-family,Black,Male,<=50K
348, 348, 20,United-States,350845,Adm-clerical,10,Never-married,0,Some-college,0,10,Local-gov,Own-child,White,Female,<=50K
349, 349, 33,United-States,267404,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,<=50K
350, 350, 23,United-States,35633,Sales,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
351, 351, 46,United-States,80914,Exec-managerial,14,Divorced,0,Masters,0,30,Self-emp-not-inc,Not-in-family,White,Male,<=50K
352, 352, 38,United-States,172927,Sales,9,Married-civ-spouse,0,HS-grad,0,50,Private,Husband,White,Male,<=50K
353, 353, 54,United-States,174319,Transport-moving,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
354, 354, 46,United-States,214955,Craft-repair,3,Divorced,0,5th-6th,2339,45,Private,Not-in-family,White,Female,<=50K
355, 355, 25,United-States,344991,Craft-repair,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
356, 356, 46,United-States,108699,Sales,10,Divorced,0,Some-college,0,40,Private,Not-in-family,White,Female,<=50K
357, 357, 36,United-States,117312,Transport-moving,10,Married-civ-spouse,0,Some-college,0,40,Local-gov,Wife,White,Female,<=50K
358, 358, 23,United-States,396099,Other-service,9,Never-married,0,HS-grad,0,25,Private,Not-in-family,White,Female,<=50K
359, 359, 29,United-States,134152,Machine-op-inspct,9,Separated,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
360, 360, 44,United-States,162028,Adm-clerical,10,Married-civ-spouse,0,Some-college,2415,6,Private,Wife,White,Female,>50K
361, 361, 19,United-States,25429,Adm-clerical,10,Never-married,0,Some-college,0,16,Private,Own-child,White,Female,<=50K
362, 362, 19,United-States,232392,Other-service,9,Never-married,0,HS-grad,0,40,Private,Other-relative,White,Female,<=50K
363, 363, 35,United-States,220098,Other-service,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,>50K
364, 364, 27,United-States,301302,Craft-repair,13,Never-married,0,Bachelors,0,50,Private,Not-in-family,White,Male,<=50K
365, 365, 46,United-States,277946,Craft-repair,12,Separated,0,Assoc-acdm,0,40,Self-emp-not-inc,Not-in-family,White,Male,<=50K
366, 366, 34,United-States,196164,Other-service,9,Never-married,0,HS-grad,0,35,Private,Not-in-family,White,Female,<=50K
367, 367, 44,United-States,115562,Tech-support,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
368, 368, 45,United-States,96975,Handlers-cleaners,10,Divorced,0,Some-college,0,40,Private,Unmarried,White,Female,<=50K
369, 369, 25,United-States,86872,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,55,Private,Husband,White,Male,>50K
370, 370, 52,United-States,132178,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,50,Self-emp-inc,Husband,White,Male,>50K
371, 371, 20,United-States,416103,Handlers-cleaners,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
372, 372, 28,United-States,108574,Other-service,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Female,<=50K
373, 373, 50,United-States,288353,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,40,State-gov,Husband,White,Male,>50K
374, 374, 34,United-States,227689,Tech-support,11,Divorced,0,Assoc-voc,0,64,Private,Not-in-family,White,Female,<=50K
375, 375, 28,Puerto-Rico,166481,Handlers-cleaners,4,Married-civ-spouse,0,7th-8th,2179,40,Private,Husband,Other,Male,<=50K
376, 376, 41,United-States,445382,Exec-managerial,14,Married-civ-spouse,0,Masters,1977,65,Private,Husband,White,Male,>50K
377, 377, 28,United-States,110145,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
