pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
219, 219,United-States,Adm-clerical,Never-married,Some-college,38,0,0,10,170525, 40,State-gov,Not-in-family,White,Female,<=50K
220, 220,Iran,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,180138, 41,Private,Husband,White,Male,>50K
221, 221,United-States,Exec-managerial,Married-civ-spouse,Masters,70,0,0,14,115076, 38,Local-gov,Husband,White,Male,>50K
222, 222,United-States,Transport-moving,Never-married,HS-grad,40,0,0,9,115458, 23,Private,Own-child,White,Male,<=50K
223, 223,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,347890, 40,Private,Husband,White,Male,>50K
224, 224,United-States,Other-service,Married-civ-spouse,HS-grad,20,0,0,9,196001, 41,Self-emp-not-inc,Wife,White,Female,<=50K
225, 225,United-States,Protective-serv,Married-civ-spouse,Assoc-acdm,50,0,0,12,273905, 24,State-gov,Husband,White,Male,<=50K
226, 226,United-States,Craft-repair,Divorced,Some-college,40,1741,0,10,179488, 38,Private,Not-in-family,White,Male,<=50K
227, 227,United-States,Adm-clerical,Married-civ-spouse,HS-grad,45,0,0,9,236596, 58,Private,Husband,White,Male,>50K
228, 228,United-States,Other-service,Never-married,HS-grad,34,0,0,9,183916, 32,Private,Not-in-family,White,Female,<=50K
229, 229,United-States,Tech-support,Married-civ-spouse,Assoc-acdm,60,1977,0,12,207578, 40,Private,Husband,White,Male,>50K
230, 230,United-States,Prof-specialty,Married-civ-spouse,Prof-school,40,0,0,15,112763, 41,Private,Wife,White,Female,>50K
231, 231,United-States,Adm-clerical,Married-civ-spouse,Bachelors,40,0,0,13,390781, 42,Private,Wife,Black,Female,<=50K
232, 232,United-States,Other-service,Widowed,10th,30,0,0,6,171328, 59,Local-gov,Unmarried,Black,Female,<=50K
233, 233,United-States,Adm-clerical,Never-married,Some-college,40,0,0,10,27382, 19,Local-gov,Own-child,White,Male,<=50K
234, 234,United-States,Transport-moving,Never-married,Some-college,20,0,0,10,259014, 58,Private,Not-in-family,White,Male,<=50K
235, 235,Cambodia,Farming-fishing,Married-civ-spouse,HS-grad,40,0,0,9,303044, 42,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,>50K
236, 236,United-States,Other-service,Never-married,HS-grad,40,0,0,9,117789, 20,Private,Own-child,White,Female,<=50K
237, 237,United-States,Other-service,Separated,HS-grad,30,0,0,9,172579, 32,Private,Not-in-family,White,Female,<=50K
238, 238,United-States,Exec-managerial,Widowed,Assoc-voc,45,0,0,11,187666, 45,Private,Not-in-family,White,Female,<=50K
239, 239,United-States,Craft-repair,Divorced,7th-8th,40,0,0,4,204518, 50,Private,Not-in-family,White,Male,<=50K
240, 240,United-States,Prof-specialty,Divorced,Bachelors,40,0,0,13,150042, 36,Private,Own-child,White,Female,<=50K
241, 241,United-States,Sales,Married-civ-spouse,HS-grad,60,0,0,9,98092, 45,Private,Husband,White,Male,<=50K
242, 242,United-States,Other-service,Never-married,11th,12,0,0,7,245918, 17,Private,Own-child,White,Male,<=50K
243, 243,United-States,Sales,Married-civ-spouse,Some-college,40,0,4064,10,146013, 59,Private,Husband,White,Male,<=50K
244, 244,United-States,Craft-repair,Married-civ-spouse,11th,40,0,0,7,378322, 26,Private,Husband,White,Male,<=50K
245, 245,Thailand,Exec-managerial,Married-civ-spouse,Some-college,75,0,0,10,257295, 37,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
246, 246,United-States,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,21174, 64,Private,Husband,White,Male,>50K
247, 247,United-States,Prof-specialty,Never-married,Bachelors,45,0,0,13,185480, 33,Private,Not-in-family,White,Female,<=50K
248, 248,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,222205, 33,Private,Wife,White,Female,>50K
249, 249,United-States,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,69867, 61,Private,Husband,White,Male,>50K
250, 250,United-States,Other-service,Never-married,9th,24,0,1055,5,191260, 17,Private,Own-child,White,Male,<=50K
251, 251,United-States,Farming-fishing,Married-civ-spouse,Masters,98,0,2407,14,30653, 50,Self-emp-not-inc,Husband,White,Male,<=50K
252, 252,United-States,Prof-specialty,Never-married,Masters,35,0,0,14,209109, 27,Local-gov,Own-child,White,Male,<=50K
253, 253,United-States,Prof-specialty,Divorced,HS-grad,40,0,0,9,70377, 30,Private,Own-child,White,Female,<=50K
254, 254,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,40,0,0,9,477983, 43,Private,Husband,Black,Male,<=50K
255, 255,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,7298,10,170924, 44,Private,Husband,White,Male,>50K
256, 256,United-States,Exec-managerial,Never-married,Some-college,40,0,0,10,190174, 35,Private,Not-in-family,White,Female,<=50K
257, 257,United-States,Tech-support,Never-married,Some-college,40,0,0,10,193787, 25,Private,Own-child,White,Female,<=50K
258, 258,United-States,Machine-op-inspct,Married-civ-spouse,Some-college,48,0,7298,10,279472, 24,Private,Wife,White,Female,>50K
259, 259,Germany,Prof-specialty,Never-married,Bachelors,15,0,0,13,34918, 22,Private,Not-in-family,White,Female,<=50K
260, 260,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,5178,10,97688, 42,Local-gov,Husband,White,Male,>50K
261, 261,United-States,Sales,Divorced,Assoc-acdm,45,0,0,12,175413, 34,Private,Unmarried,Black,Female,<=50K
262, 262,United-States,Prof-specialty,Divorced,Bachelors,42,0,0,13,173960, 60,Private,Not-in-family,White,Female,<=50K
263, 263,United-States,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,205759, 21,Private,Own-child,White,Male,<=50K
264, 264,United-States,Sales,Married-civ-spouse,Masters,40,0,15024,14,425161, 57,Federal-gov,Husband,White,Male,>50K
265, 265,United-States,Prof-specialty,Married-civ-spouse,Prof-school,60,0,0,15,220531, 41,Private,Husband,White,Male,>50K
266, 266,United-States,Other-service,Divorced,Some-college,45,0,0,10,176609, 50,Private,Not-in-family,White,Male,<=50K
267, 267,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,371987, 25,Private,Not-in-family,White,Female,<=50K
268, 268,Ecuador,Craft-repair,Married-civ-spouse,7th-8th,40,0,0,4,193884, 50,Private,Husband,White,Male,<=50K
269, 269,United-States,Prof-specialty,Married-civ-spouse,Bachelors,45,0,0,13,200352, 36,Private,Husband,White,Male,<=50K
270, 270,United-States,Prof-specialty,Divorced,HS-grad,40,0,0,9,127595, 31,Private,Not-in-family,White,Female,<=50K
271, 271,United-States,Protective-serv,Never-married,Bachelors,56,0,0,13,220419, 29,Local-gov,Not-in-family,White,Male,<=50K
272, 272,United-States,Sales,Never-married,Some-college,45,0,0,10,231931, 21,Private,Own-child,White,Male,<=50K
273, 273,United-States,Tech-support,Never-married,Bachelors,40,0,0,13,248402, 27,Private,Unmarried,Black,Female,<=50K
274, 274,United-States,Transport-moving,Married-civ-spouse,HS-grad,16,0,0,9,111095, 65,Private,Husband,White,Male,<=50K
275, 275,United-States,Sales,Divorced,Bachelors,60,0,0,13,57424, 37,Self-emp-inc,Not-in-family,White,Female,<=50K
276, 276,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,278130, 24,Private,Own-child,White,Male,<=50K
277, 277,United-States,Sales,Divorced,HS-grad,80,0,0,9,169469, 38,Private,Not-in-family,White,Male,<=50K
278, 278,United-States,Adm-clerical,Married-civ-spouse,Bachelors,40,0,7688,13,146268, 48,Private,Husband,White,Male,>50K
279, 279,United-States,Other-service,Never-married,Some-college,25,0,0,10,153718, 21,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
280, 280,United-States,Transport-moving,Married-civ-spouse,HS-grad,45,0,0,9,217460, 31,Private,Husband,White,Male,>50K
281, 281,United-States,Sales,Married-civ-spouse,HS-grad,40,0,4386,9,238638, 55,Private,Husband,White,Male,>50K
282, 282,Laos,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,303296, 24,Private,Wife,Asian-Pac-Islander,Female,<=50K
283, 283,United-States,Adm-clerical,Divorced,HS-grad,40,0,0,9,173321, 43,Private,Not-in-family,White,Female,<=50K
284, 284,United-States,Tech-support,Never-married,Assoc-acdm,45,0,0,12,193945, 26,Private,Not-in-family,White,Male,<=50K
285, 285,United-States,Prof-specialty,Never-married,Assoc-acdm,33,0,0,12,83082, 46,Private,Not-in-family,White,Female,<=50K
286, 286,United-States,Adm-clerical,Married-civ-spouse,Assoc-acdm,40,0,0,12,193815, 35,Private,Husband,White,Male,>50K
287, 287,United-States,Farming-fishing,Married-civ-spouse,Some-college,54,0,0,10,34987, 41,Self-emp-inc,Husband,White,Male,>50K
288, 288,United-States,Sales,Never-married,Bachelors,40,0,0,13,59306, 26,Private,Not-in-family,White,Male,<=50K
289, 289,Taiwan,Exec-managerial,Married-civ-spouse,Masters,35,0,7298,14,142897, 34,Private,Husband,Asian-Pac-Islander,Male,>50K
290, 290,United-States,Prof-specialty,Divorced,Bachelors,40,0,0,13,205607, 36,Self-emp-not-inc,Not-in-family,Black,Female,>50K
291, 291,United-States,Sales,Never-married,Some-college,15,0,0,10,199698, 22,Private,Own-child,White,Male,<=50K
292, 292,United-States,Machine-op-inspct,Never-married,Some-college,40,0,0,10,191954, 24,Private,Not-in-family,White,Male,<=50K
293, 293,United-States,Sales,Married-civ-spouse,Some-college,40,0,0,10,138714, 77,Self-emp-not-inc,Husband,White,Male,<=50K
294, 294,Mexico,Machine-op-inspct,Married-civ-spouse,5th-6th,40,0,0,3,399087, 22,Private,Other-relative,White,Female,<=50K
295, 295,United-States,Tech-support,Never-married,Some-college,40,0,0,10,423158, 29,Private,Not-in-family,White,Female,<=50K
296, 296,United-States,Other-service,Widowed,HS-grad,24,0,0,9,159841, 62,Private,Not-in-family,White,Female,<=50K
297, 297,United-States,Exec-managerial,Married-civ-spouse,HS-grad,40,0,0,9,174308, 39,Self-emp-not-inc,Husband,White,Male,<=50K
298, 298,United-States,Craft-repair,Married-civ-spouse,Some-college,50,1485,0,10,50356, 43,Private,Husband,White,Male,<=50K
299, 299,United-States,Transport-moving,Divorced,HS-grad,45,0,0,9,186110, 35,Private,Not-in-family,White,Male,<=50K
300, 300,United-States,Exec-managerial,Never-married,11th,40,0,0,7,200381, 29,Private,Not-in-family,White,Female,<=50K
301, 301,United-States,Craft-repair,Married-civ-spouse,Masters,10,0,0,14,174309, 76,Self-emp-not-inc,Husband,White,Male,<=50K
302, 302,United-States,Farming-fishing,Married-civ-spouse,HS-grad,45,0,0,9,78383, 63,Self-emp-not-inc,Husband,White,Male,<=50K
303, 303,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,1887,0,10,187728, 43,Private,Wife,White,Female,>50K
304, 304,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,40,0,0,9,321171, 58,Self-emp-not-inc,Husband,White,Male,<=50K
305, 305,United-States,Transport-moving,Never-married,HS-grad,55,0,2050,9,127921, 66,Private,Not-in-family,White,Male,<=50K
306, 306,United-States,Craft-repair,Never-married,Some-college,45,0,0,10,206565, 41,Private,Not-in-family,Black,Male,<=50K
307, 307,United-States,Adm-clerical,Never-married,Bachelors,40,0,0,13,224563, 26,Private,Not-in-family,White,Male,<=50K
308, 308,United-States,Other-service,Never-married,Assoc-voc,40,0,0,11,178686, 47,Private,Not-in-family,White,Male,<=50K
309, 309,United-States,Adm-clerical,Married-civ-spouse,10th,40,0,0,6,98545, 55,Local-gov,Husband,White,Male,<=50K
310, 310,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,242606, 53,Private,Husband,White,Male,<=50K
311, 311,Mexico,Other-service,Never-married,5th-6th,48,0,0,3,270942, 17,Private,Other-relative,White,Male,<=50K
312, 312,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,94235, 30,Private,Other-relative,White,Male,<=50K
313, 313,United-States,Prof-specialty,Never-married,Masters,60,0,0,14,71195, 49,Private,Not-in-family,White,Male,<=50K
314, 314,Haiti,Sales,Never-married,HS-grad,30,0,0,9,104112, 19,Private,Unmarried,Black,Male,<=50K
315, 315,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,261192, 45,Private,Husband,Black,Male,<=50K
316, 316,United-States,Sales,Never-married,Assoc-acdm,40,0,0,12,94936, 26,Private,Not-in-family,White,Male,<=50K
317, 317,United-States,Craft-repair,Married-civ-spouse,Assoc-voc,40,0,7298,11,296478, 38,Private,Husband,White,Male,>50K
318, 318,United-States,Protective-serv,Married-civ-spouse,HS-grad,40,0,7298,9,119272, 36,State-gov,Husband,White,Male,>50K
319, 319,United-States,Farming-fishing,Never-married,HS-grad,20,0,0,9,85043, 33,Private,Not-in-family,White,Male,<=50K
320, 320,United-States,Protective-serv,Never-married,Some-college,40,0,0,10,293364, 22,State-gov,Own-child,Black,Female,<=50K
321, 321,United-States,Sales,Never-married,Bachelors,42,0,0,13,241895, 43,Self-emp-not-inc,Not-in-family,White,Male,<=50K
322, 322,Iran,Other-service,Married-spouse-absent,Assoc-acdm,25,0,0,12,101128, 56,Private,Not-in-family,White,Male,<=50K
323, 323,United-States,Prof-specialty,Never-married,Bachelors,25,0,0,13,156464, 31,Private,Own-child,White,Male,<=50K
324, 324,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,117963, 33,Private,Husband,White,Male,>50K
325, 325,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,192262, 26,Private,Husband,White,Male,<=50K
326, 326,United-States,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,111363, 33,Private,Husband,White,Male,>50K
327, 327,United-States,Transport-moving,Married-civ-spouse,11th,30,0,0,7,329752, 46,Local-gov,Husband,White,Male,<=50K
328, 328,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,95432, 38,Federal-gov,Husband,White,Male,>50K
329, 329,United-States,Other-service,Widowed,11th,40,0,0,7,161400, 65,Private,Unmarried,Other,Male,<=50K
330, 330,United-States,Tech-support,Married-civ-spouse,Assoc-voc,40,0,0,11,96129, 40,Private,Husband,White,Male,>50K
331, 331,United-States,Adm-clerical,Married-civ-spouse,HS-grad,35,0,0,9,111949, 42,Private,Wife,White,Female,<=50K
332, 332,Portugal,Craft-repair,Married-civ-spouse,9th,40,0,0,5,117125, 26,Self-emp-not-inc,Husband,White,Male,<=50K
333, 333,United-States,Other-service,Married-civ-spouse,10th,24,0,0,6,348022, 36,Private,Wife,White,Female,<=50K
334, 334,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,0,14,270092, 62,Private,Husband,White,Male,>50K
335, 335,United-States,Transport-moving,Married-civ-spouse,Bachelors,45,0,0,13,180609, 43,Private,Husband,White,Male,<=50K
336, 336,United-States,Exec-managerial,Divorced,Bachelors,45,1564,0,13,174575, 43,Private,Not-in-family,White,Male,>50K
337, 337,United-States,Sales,Married-spouse-absent,HS-grad,55,0,0,9,410439, 22,Private,Not-in-family,White,Male,<=50K
338, 338,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,92262, 28,Private,Husband,White,Male,<=50K
339, 339,United-States,Sales,Married-civ-spouse,Some-college,45,0,0,10,183081, 56,Self-emp-not-inc,Husband,White,Male,<=50K
340, 340,United-States,Sales,Never-married,Assoc-acdm,15,0,0,12,362589, 22,Private,Not-in-family,White,Female,<=50K
341, 341,United-States,Exec-managerial,Divorced,Bachelors,45,0,0,13,212448, 57,Private,Not-in-family,White,Female,>50K
342, 342,United-States,Sales,Divorced,HS-grad,40,0,0,9,481060, 39,Private,Unmarried,White,Female,<=50K
343, 343,United-States,Adm-clerical,Never-married,Some-college,15,0,0,10,185885, 26,Federal-gov,Unmarried,White,Female,<=50K
344, 344,United-States,Other-service,Never-married,11th,10,0,0,7,89821, 17,Private,Own-child,White,Male,<=50K
345, 345,United-States,Machine-op-inspct,Married-civ-spouse,Assoc-voc,38,0,0,11,184018, 40,State-gov,Husband,White,Male,>50K
346, 346,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,256649, 45,Private,Husband,Black,Male,<=50K
347, 347,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,160323, 44,Private,Not-in-family,Black,Male,<=50K
348, 348,United-States,Adm-clerical,Never-married,Some-college,10,0,0,10,350845, 20,Local-gov,Own-child,White,Female,<=50K
349, 349,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,267404, 33,Private,Wife,White,Female,<=50K
350, 350,United-States,Sales,Never-married,Some-college,40,0,0,10,35633, 23,Private,Not-in-family,White,Male,<=50K
351, 351,United-States,Exec-managerial,Divorced,Masters,30,0,0,14,80914, 46,Self-emp-not-inc,Not-in-family,White,Male,<=50K
352, 352,United-States,Sales,Married-civ-spouse,HS-grad,50,0,0,9,172927, 38,Private,Husband,White,Male,<=50K
353, 353,United-States,Transport-moving,Divorced,HS-grad,40,0,0,9,174319, 54,Private,Not-in-family,White,Male,<=50K
354, 354,United-States,Craft-repair,Divorced,5th-6th,45,2339,0,3,214955, 46,Private,Not-in-family,White,Female,<=50K
355, 355,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,344991, 25,Private,Husband,White,Male,<=50K
356, 356,United-States,Sales,Divorced,Some-college,40,0,0,10,108699, 46,Private,Not-in-family,White,Female,<=50K
357, 357,United-States,Transport-moving,Married-civ-spouse,Some-college,40,0,0,10,117312, 36,Local-gov,Wife,White,Female,<=50K
358, 358,United-States,Other-service,Never-married,HS-grad,25,0,0,9,396099, 23,Private,Not-in-family,White,Female,<=50K
359, 359,United-States,Machine-op-inspct,Separated,HS-grad,40,0,0,9,134152, 29,Private,Not-in-family,White,Male,<=50K
360, 360,United-States,Adm-clerical,Married-civ-spouse,Some-college,6,2415,0,10,162028, 44,Private,Wife,White,Female,>50K
361, 361,United-States,Adm-clerical,Never-married,Some-college,16,0,0,10,25429, 19,Private,Own-child,White,Female,<=50K
362, 362,United-States,Other-service,Never-married,HS-grad,40,0,0,9,232392, 19,Private,Other-relative,White,Female,<=50K
363, 363,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,0,9,220098, 35,Private,Wife,White,Female,>50K
364, 364,United-States,Craft-repair,Never-married,Bachelors,50,0,0,13,301302, 27,Private,Not-in-family,White,Male,<=50K
365, 365,United-States,Craft-repair,Separated,Assoc-acdm,40,0,0,12,277946, 46,Self-emp-not-inc,Not-in-family,White,Male,<=50K
366, 366,United-States,Other-service,Never-married,HS-grad,35,0,0,9,196164, 34,Private,Not-in-family,White,Female,<=50K
367, 367,United-States,Tech-support,Married-civ-spouse,Some-college,40,0,0,10,115562, 44,Private,Husband,White,Male,<=50K
368, 368,United-States,Handlers-cleaners,Divorced,Some-college,40,0,0,10,96975, 45,Private,Unmarried,White,Female,<=50K
369, 369,United-States,Exec-managerial,Married-civ-spouse,Bachelors,55,0,0,13,86872, 25,Private,Husband,White,Male,>50K
370, 370,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,132178, 52,Self-emp-inc,Husband,White,Male,>50K
371, 371,United-States,Handlers-cleaners,Never-married,Some-college,40,0,0,10,416103, 20,Private,Own-child,White,Male,<=50K
372, 372,United-States,Other-service,Never-married,Some-college,40,0,0,10,108574, 28,Private,Not-in-family,White,Female,<=50K
373, 373,United-States,Protective-serv,Married-civ-spouse,Bachelors,40,0,0,13,288353, 50,State-gov,Husband,White,Male,>50K
374, 374,United-States,Tech-support,Divorced,Assoc-voc,64,0,0,11,227689, 34,Private,Not-in-family,White,Female,<=50K
375, 375,Puerto-Rico,Handlers-cleaners,Married-civ-spouse,7th-8th,40,2179,0,4,166481, 28,Private,Husband,Other,Male,<=50K
376, 376,United-States,Exec-managerial,Married-civ-spouse,Masters,65,1977,0,14,445382, 41,Private,Husband,White,Male,>50K
377, 377,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,110145, 28,Private,Husband,White,Male,<=50K
