pid, time, age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, education, marital-status, occupation, native-country, workclass, relationship, race, sex, income
219, 219, 40,170525,10,0,0,38,Some-college,Never-married,Adm-clerical,United-States,State-gov,Not-in-family,White,Female,<=50K
220, 220, 41,180138,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Iran,Private,Husband,White,Male,>50K
221, 221, 38,115076,14,0,0,70,Masters,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,>50K
222, 222, 23,115458,9,0,0,40,HS-grad,Never-married,Transport-moving,United-States,Private,Own-child,White,Male,<=50K
223, 223, 40,347890,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
224, 224, 41,196001,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,United-States,Self-emp-not-inc,Wife,White,Female,<=50K
225, 225, 24,273905,12,0,0,50,Assoc-acdm,Married-civ-spouse,Protective-serv,United-States,State-gov,Husband,White,Male,<=50K
226, 226, 38,179488,10,0,1741,40,Some-college,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
227, 227, 58,236596,9,0,0,45,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,>50K
228, 228, 32,183916,9,0,0,34,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
229, 229, 40,207578,12,0,1977,60,Assoc-acdm,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,>50K
230, 230, 41,112763,15,0,0,40,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
231, 231, 42,390781,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,Black,Female,<=50K
232, 232, 59,171328,6,0,0,30,10th,Widowed,Other-service,United-States,Local-gov,Unmarried,Black,Female,<=50K
233, 233, 19,27382,10,0,0,40,Some-college,Never-married,Adm-clerical,United-States,Local-gov,Own-child,White,Male,<=50K
234, 234, 58,259014,10,0,0,20,Some-college,Never-married,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
235, 235, 42,303044,9,0,0,40,HS-grad,Married-civ-spouse,Farming-fishing,Cambodia,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,>50K
236, 236, 20,117789,9,0,0,40,HS-grad,Never-married,Other-service,United-States,Private,Own-child,White,Female,<=50K
237, 237, 32,172579,9,0,0,30,HS-grad,Separated,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
238, 238, 45,187666,11,0,0,45,Assoc-voc,Widowed,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
239, 239, 50,204518,4,0,0,40,7th-8th,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
240, 240, 36,150042,13,0,0,40,Bachelors,Divorced,Prof-specialty,United-States,Private,Own-child,White,Female,<=50K
241, 241, 45,98092,9,0,0,60,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
242, 242, 17,245918,7,0,0,12,11th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
243, 243, 59,146013,10,4064,0,40,Some-college,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
244, 244, 26,378322,7,0,0,40,11th,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
245, 245, 37,257295,10,0,0,75,Some-college,Married-civ-spouse,Exec-managerial,Thailand,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
246, 246, 64,21174,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
247, 247, 33,185480,13,0,0,45,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
248, 248, 33,222205,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Wife,White,Female,>50K
249, 249, 61,69867,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
250, 250, 17,191260,5,1055,0,24,9th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
251, 251, 50,30653,14,2407,0,98,Masters,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
252, 252, 27,209109,14,0,0,35,Masters,Never-married,Prof-specialty,United-States,Local-gov,Own-child,White,Male,<=50K
253, 253, 30,70377,9,0,0,40,HS-grad,Divorced,Prof-specialty,United-States,Private,Own-child,White,Female,<=50K
254, 254, 43,477983,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,Black,Male,<=50K
255, 255, 44,170924,10,7298,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
256, 256, 35,190174,10,0,0,40,Some-college,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
257, 257, 25,193787,10,0,0,40,Some-college,Never-married,Tech-support,United-States,Private,Own-child,White,Female,<=50K
258, 258, 24,279472,10,7298,0,48,Some-college,Married-civ-spouse,Machine-op-inspct,United-States,Private,Wife,White,Female,>50K
259, 259, 22,34918,13,0,0,15,Bachelors,Never-married,Prof-specialty,Germany,Private,Not-in-family,White,Female,<=50K
260, 260, 42,97688,10,5178,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Local-gov,Husband,White,Male,>50K
261, 261, 34,175413,12,0,0,45,Assoc-acdm,Divorced,Sales,United-States,Private,Unmarried,Black,Female,<=50K
262, 262, 60,173960,13,0,0,42,Bachelors,Divorced,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
263, 263, 21,205759,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
264, 264, 57,425161,14,15024,0,40,Masters,Married-civ-spouse,Sales,United-States,Federal-gov,Husband,White,Male,>50K
265, 265, 41,220531,15,0,0,60,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
266, 266, 50,176609,10,0,0,45,Some-college,Divorced,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
267, 267, 25,371987,13,0,0,40,Bachelors,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
268, 268, 50,193884,4,0,0,40,7th-8th,Married-civ-spouse,Craft-repair,Ecuador,Private,Husband,White,Male,<=50K
269, 269, 36,200352,13,0,0,45,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
270, 270, 31,127595,9,0,0,40,HS-grad,Divorced,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
271, 271, 29,220419,13,0,0,56,Bachelors,Never-married,Protective-serv,United-States,Local-gov,Not-in-family,White,Male,<=50K
272, 272, 21,231931,10,0,0,45,Some-college,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
273, 273, 27,248402,13,0,0,40,Bachelors,Never-married,Tech-support,United-States,Private,Unmarried,Black,Female,<=50K
274, 274, 65,111095,9,0,0,16,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
275, 275, 37,57424,13,0,0,60,Bachelors,Divorced,Sales,United-States,Self-emp-inc,Not-in-family,White,Female,<=50K
276, 276, 24,278130,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Own-child,White,Male,<=50K
277, 277, 38,169469,9,0,0,80,HS-grad,Divorced,Sales,United-States,Private,Not-in-family,White,Male,<=50K
278, 278, 48,146268,13,7688,0,40,Bachelors,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,>50K
279, 279, 21,153718,10,0,0,25,Some-college,Never-married,Other-service,United-States,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
280, 280, 31,217460,9,0,0,45,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,>50K
281, 281, 55,238638,9,4386,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
282, 282, 24,303296,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,Laos,Private,Wife,Asian-Pac-Islander,Female,<=50K
283, 283, 43,173321,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
284, 284, 26,193945,12,0,0,45,Assoc-acdm,Never-married,Tech-support,United-States,Private,Not-in-family,White,Male,<=50K
285, 285, 46,83082,12,0,0,33,Assoc-acdm,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
286, 286, 35,193815,12,0,0,40,Assoc-acdm,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,>50K
287, 287, 41,34987,10,0,0,54,Some-college,Married-civ-spouse,Farming-fishing,United-States,Self-emp-inc,Husband,White,Male,>50K
288, 288, 26,59306,13,0,0,40,Bachelors,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
289, 289, 34,142897,14,7298,0,35,Masters,Married-civ-spouse,Exec-managerial,Taiwan,Private,Husband,Asian-Pac-Islander,Male,>50K
290, 290, 36,205607,13,0,0,40,Bachelors,Divorced,Prof-specialty,United-States,Self-emp-not-inc,Not-in-family,Black,Female,>50K
291, 291, 22,199698,10,0,0,15,Some-college,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
292, 292, 24,191954,10,0,0,40,Some-college,Never-married,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
293, 293, 77,138714,10,0,0,40,Some-college,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
294, 294, 22,399087,3,0,0,40,5th-6th,Married-civ-spouse,Machine-op-inspct,Mexico,Private,Other-relative,White,Female,<=50K
295, 295, 29,423158,10,0,0,40,Some-college,Never-married,Tech-support,United-States,Private,Not-in-family,White,Female,<=50K
296, 296, 62,159841,9,0,0,24,HS-grad,Widowed,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
297, 297, 39,174308,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
298, 298, 43,50356,10,0,1485,50,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
299, 299, 35,186110,9,0,0,45,HS-grad,Divorced,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
300, 300, 29,200381,7,0,0,40,11th,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
301, 301, 76,174309,14,0,0,10,Masters,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
302, 302, 63,78383,9,0,0,45,HS-grad,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
303, 303, 43,187728,10,0,1887,50,Some-college,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
304, 304, 58,321171,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
305, 305, 66,127921,9,2050,0,55,HS-grad,Never-married,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
306, 306, 41,206565,10,0,0,45,Some-college,Never-married,Craft-repair,United-States,Private,Not-in-family,Black,Male,<=50K
307, 307, 26,224563,13,0,0,40,Bachelors,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Male,<=50K
308, 308, 47,178686,11,0,0,40,Assoc-voc,Never-married,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
309, 309, 55,98545,6,0,0,40,10th,Married-civ-spouse,Adm-clerical,United-States,Local-gov,Husband,White,Male,<=50K
310, 310, 53,242606,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
311, 311, 17,270942,3,0,0,48,5th-6th,Never-married,Other-service,Mexico,Private,Other-relative,White,Male,<=50K
312, 312, 30,94235,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Other-relative,White,Male,<=50K
313, 313, 49,71195,14,0,0,60,Masters,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Male,<=50K
314, 314, 19,104112,9,0,0,30,HS-grad,Never-married,Sales,Haiti,Private,Unmarried,Black,Male,<=50K
315, 315, 45,261192,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Husband,Black,Male,<=50K
316, 316, 26,94936,12,0,0,40,Assoc-acdm,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
317, 317, 38,296478,11,7298,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
318, 318, 36,119272,9,7298,0,40,HS-grad,Married-civ-spouse,Protective-serv,United-States,State-gov,Husband,White,Male,>50K
319, 319, 33,85043,9,0,0,20,HS-grad,Never-married,Farming-fishing,United-States,Private,Not-in-family,White,Male,<=50K
320, 320, 22,293364,10,0,0,40,Some-college,Never-married,Protective-serv,United-States,State-gov,Own-child,Black,Female,<=50K
321, 321, 43,241895,13,0,0,42,Bachelors,Never-married,Sales,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
322, 322, 56,101128,12,0,0,25,Assoc-acdm,Married-spouse-absent,Other-service,Iran,Private,Not-in-family,White,Male,<=50K
323, 323, 31,156464,13,0,0,25,Bachelors,Never-married,Prof-specialty,United-States,Private,Own-child,White,Male,<=50K
324, 324, 33,117963,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
325, 325, 26,192262,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Husband,White,Male,<=50K
326, 326, 33,111363,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
327, 327, 46,329752,7,0,0,30,11th,Married-civ-spouse,Transport-moving,United-States,Local-gov,Husband,White,Male,<=50K
328, 328, 38,95432,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Federal-gov,Husband,White,Male,>50K
329, 329, 65,161400,7,0,0,40,11th,Widowed,Other-service,United-States,Private,Unmarried,Other,Male,<=50K
330, 330, 40,96129,11,0,0,40,Assoc-voc,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,>50K
331, 331, 42,111949,9,0,0,35,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,White,Female,<=50K
332, 332, 26,117125,5,0,0,40,9th,Married-civ-spouse,Craft-repair,Portugal,Self-emp-not-inc,Husband,White,Male,<=50K
333, 333, 36,348022,6,0,0,24,10th,Married-civ-spouse,Other-service,United-States,Private,Wife,White,Female,<=50K
334, 334, 62,270092,14,0,0,40,Masters,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
335, 335, 43,180609,13,0,0,45,Bachelors,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,<=50K
336, 336, 43,174575,13,0,1564,45,Bachelors,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,>50K
337, 337, 22,410439,9,0,0,55,HS-grad,Married-spouse-absent,Sales,United-States,Private,Not-in-family,White,Male,<=50K
338, 338, 28,92262,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
339, 339, 56,183081,10,0,0,45,Some-college,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
340, 340, 22,362589,12,0,0,15,Assoc-acdm,Never-married,Sales,United-States,Private,Not-in-family,White,Female,<=50K
341, 341, 57,212448,13,0,0,45,Bachelors,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Female,>50K
342, 342, 39,481060,9,0,0,40,HS-grad,Divorced,Sales,United-States,Private,Unmarried,White,Female,<=50K
343, 343, 26,185885,10,0,0,15,Some-college,Never-married,Adm-clerical,United-States,Federal-gov,Unmarried,White,Female,<=50K
344, 344, 17,89821,7,0,0,10,11th,Never-married,Other-service,United-States,Private,Own-child,White,Male,<=50K
345, 345, 40,184018,11,0,0,38,Assoc-voc,Married-civ-spouse,Machine-op-inspct,United-States,State-gov,Husband,White,Male,>50K
346, 346, 45,256649,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,Black,Male,<=50K
347, 347, 44,160323,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Not-in-family,Black,Male,<=50K
348, 348, 20,350845,10,0,0,10,Some-college,Never-married,Adm-clerical,United-States,Local-gov,Own-child,White,Female,<=50K
349, 349, 33,267404,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Wife,White,Female,<=50K
350, 350, 23,35633,10,0,0,40,Some-college,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
351, 351, 46,80914,14,0,0,30,Masters,Divorced,Exec-managerial,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
352, 352, 38,172927,9,0,0,50,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
353, 353, 54,174319,9,0,0,40,HS-grad,Divorced,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
354, 354, 46,214955,3,0,2339,45,5th-6th,Divorced,Craft-repair,United-States,Private,Not-in-family,White,Female,<=50K
355, 355, 25,344991,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
356, 356, 46,108699,10,0,0,40,Some-college,Divorced,Sales,United-States,Private,Not-in-family,White,Female,<=50K
357, 357, 36,117312,10,0,0,40,Some-college,Married-civ-spouse,Transport-moving,United-States,Local-gov,Wife,White,Female,<=50K
358, 358, 23,396099,9,0,0,25,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
359, 359, 29,134152,9,0,0,40,HS-grad,Separated,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
360, 360, 44,162028,10,0,2415,6,Some-college,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,White,Female,>50K
361, 361, 19,25429,10,0,0,16,Some-college,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
362, 362, 19,232392,9,0,0,40,HS-grad,Never-married,Other-service,United-States,Private,Other-relative,White,Female,<=50K
363, 363, 35,220098,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Wife,White,Female,>50K
364, 364, 27,301302,13,0,0,50,Bachelors,Never-married,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
365, 365, 46,277946,12,0,0,40,Assoc-acdm,Separated,Craft-repair,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
366, 366, 34,196164,9,0,0,35,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
367, 367, 44,115562,10,0,0,40,Some-college,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,<=50K
368, 368, 45,96975,10,0,0,40,Some-college,Divorced,Handlers-cleaners,United-States,Private,Unmarried,White,Female,<=50K
369, 369, 25,86872,13,0,0,55,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
370, 370, 52,132178,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,>50K
371, 371, 20,416103,10,0,0,40,Some-college,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
372, 372, 28,108574,10,0,0,40,Some-college,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
373, 373, 50,288353,13,0,0,40,Bachelors,Married-civ-spouse,Protective-serv,United-States,State-gov,Husband,White,Male,>50K
374, 374, 34,227689,11,0,0,64,Assoc-voc,Divorced,Tech-support,United-States,Private,Not-in-family,White,Female,<=50K
375, 375, 28,166481,4,0,2179,40,7th-8th,Married-civ-spouse,Handlers-cleaners,Puerto-Rico,Private,Husband,Other,Male,<=50K
376, 376, 41,445382,14,0,1977,65,Masters,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
377, 377, 28,110145,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,<=50K
